  NO     TB   C1    K1   C2    K2   F
1614  40576    7  5824    0  5760   0
1615  40576    7  5824    0  5760   0
1616  42368    7  6080    0  6016   0
1617  42368    7  6080    0  6016   0
1618  43816    8  5504    0  5440   0
1619  43816    8  5504    0  5440   0
1620   1672    1  1696    0     0   0
1621   1736    1  1760    0     0   0
1622   1736    1  1760    0     0   0
1623   1800    1  1824    0     0   0
1624   1800    1  1824    0     0   0
1625   1800    1  1824    0     0   0
1626   1864    1  1888    0     0   0
1627   1864    1  1888    0     0   0
1628   1928    1  1952    0     0   0
1629   1928    1  1952    0     0   0
1630   2216    1  2240    0     0   0
1631   2280    1  2304    0     0   0
1632   2280    1  2304    0     0   0
1633   2344    1  2368    0     0   0
1634   2344    1  2368    0     0   0
1635   2408    1  2432    0     0   0
1636   2472    1  2496    0     0   0
1637   2472    1  2496    0     0   0
1638   2536    1  2560    0     0   0
1639   2536    1  2560    0     0   0
1640   2728    1  2752    0     0   0
1641   2792    1  2816    0     0   0
1642   2856    1  2880    0     0   0
1643   2856    1  2880    0     0   0
1644   2856    1  2880    0     0   0
1645   2984    1  3008    0     0   0
1646   2984    1  3008    0     0   0
1647   3112    1  3136    0     0   0
1648   3112    1  3136    0     0   0
1649   3112    1  3136    0     0   0
1650   3624    1  3648    0     0   0
1651   3624    1  3648    0     0   0
1652   3624    1  3648    0     0   0
1653   3752    1  3776    0     0   0
1654   3752    1  3776    0     0   0
1655   3880    1  3904    0     0   0
1656   3880    1  3904    0     0   0
1657   4008    1  4032    0     0   0
1658   4008    1  4032    0     0   0
1659   4136    1  4160    0     0   0
1660   4392    1  4416    0     0   0
1661   4392    1  4416    0     0   0
1662   4584    1  4608    0     0   0
1663   4584    1  4608    0     0   0
1664   4584    1  4608    0     0   0
1665   4776    1  4800    0     0   0
1666   4776    1  4800    0     0   0
1667   4968    1  4992    0     0   0
1668   4968    1  4992    0     0   0
1669   4968    1  4992    0     0   0
1670   5352    1  5376    0     0   0
1671   5544    1  5568    0     0   0
1672   5544    1  5568    0     0   0
1673   5736    1  5760    0     0   0
1674   5736    1  5760    0     0   0
1675   5736    1  5760    0     0   0
1676   5992    1  6016    0     0   0
1677   5992    1  6016    0     0   0
1678   5992    1  6016    0     0   0
1679   6200    2  3136    0  3072   0
1680   6456    2  3264    0  3200   0
1681   6456    2  3264    0  3200   0
1682   6456    2  3264    0  3200   0
1683   6712    2  3392    0  3328   0
1684   6712    2  3392    0  3328   0
1685   6968    2  3520    0  3456   0
1686   6968    2  3520    0  3456   0
1687   6968    2  3520    0  3456   0
1688   7224    2  3648    0  3584   0
1689   7224    2  3648    0  3584   0
1690   7480    2  3776    0  3712   0
1691   7480    2  3776    0  3712   0
1692   7736    2  3904    0  3840   0
1693   7736    2  3904    0  3840   0
1694   7992    2  4032    0  3968   0
1695   7992    2  4032    0  3968   0
1696   8248    2  4160    0  4096   0
1697   8248    2  4160    0  4096   0
1698   8504    2  4288    0  4224   0
1699   8504    2  4288    0  4224   0
1700   8504    2  4288    0  4224   0
1701   8760    2  4416    0  4352   0
1702   8760    2  4416    0  4352   0
1703   9144    2  4608    0  4544   0
1704   9144    2  4608    0  4544   0
1705   9144    2  4608    0  4544   0
1706   9528    2  4800    0  4736   0
1707   9528    2  4800    0  4736   0
1708   9528    2  4800    0  4736   0
1709   9912    2  4992    0  4928   0
1710   9528    2  4800    0  4736   0
1711   9912    2  4992    0  4928   0
1712   9912    2  4992    0  4928   0
1713  10296    2  5184    0  5120   0
1714  10296    2  5184    0  5120   0
1715  10296    2  5184    0  5120   0
1716  10680    2  5376    0  5312   0
1717  10680    2  5376    0  5312   0
1718  11064    2  5568    0  5504   0
1719  11064    2  5568    0  5504   0
1720  10680    2  5376    0  5312   0
1721  11064    2  5568    0  5504   0
1722  11064    2  5568    0  5504   0
1723  11448    2  5760    0  5696   0
1724  11448    2  5760    0  5696   0
1725  11448    2  5760    0  5696   0
1726  11832    2  5952    0  5888   0
1727  11832    2  5952    0  5888   0
1728  12216    2  6144    0  6080   0
1729  12216    2  6144    0  6080   0
1730  12216    2  6144    0  6080   0
1731  12576    3  4224    0  4160   0
1732  12576    3  4224    0  4160   0
1733  12960    3  4352    0  4288   0
1734  12960    3  4352    0  4288   0
1735  13536    3  4544    0  4480   0
1736  13536    3  4544    0  4480   0
1737  13536    3  4544    0  4480   0
1738  14112    3  4736    0  4672   0
1739  14112    3  4736    0  4672   0
1740  14112    3  4736    0  4672   0
1741  14112    3  4736    0  4672   0
1742  14112    3  4736    0  4672   0
1743  14688    3  4928    0  4864   0
1744  14688    3  4928    0  4864   0
1745  15264    3  5120    0  5056   0
1746  15264    3  5120    0  5056   0
1747  15264    3  5120    0  5056   0
1748  15840    3  5312    0  5248   0
1749  15840    3  5312    0  5248   0
1750  15840    3  5312    0  5248   0
1751  15840    3  5312    0  5248   0
1752  16416    3  5504    0  5440   0
1753  16416    3  5504    0  5440   0
1754  16992    3  5696    0  5632   0
1755  16992    3  5696    0  5632   0
1756  16992    3  5696    0  5632   0
1757  17568    3  5888    0  5824   0
1758  17568    3  5888    0  5824   0
1759  18336    3  6144    0  6080   0
1760  17568    3  5888    0  5824   0
1761  17568    3  5888    0  5824   0
1762  18336    3  6144    0  6080   0
1763  18336    3  6144    0  6080   0
1764  18336    3  6144    0  6080   0
1765  19080    4  4800    0  4736   0
1766  19080    4  4800    0  4736   0
1767  19848    4  4992    0  4928   0
1768  19848    4  4992    0  4928   0
1769  19848    4  4992    0  4928   0
1770  18336    3  6144    0  6080   0
1771  19080    4  4800    0  4736   0
1772  19080    4  4800    0  4736   0
1773  19848    4  4992    0  4928   0
1774  19848    4  4992    0  4928   0
1775  20616    4  5184    0  5120   0
1776  20616    4  5184    0  5120   0
1777  20616    4  5184    0  5120   0
1778  21384    4  5376    0  5312   0
1779  21384    4  5376    0  5312   0
1780  19848    4  4992    0  4928   0
1781  19848    4  4992    0  4928   0
1782  20616    4  5184    0  5120   0
1783  20616    4  5184    0  5120   0
1784  21384    4  5376    0  5312   0
1785  21384    4  5376    0  5312   0
1786  22152    4  5568    0  5504   0
1787  22152    4  5568    0  5504   0
1788  22152    4  5568    0  5504   0
1789  22920    4  5760    0  5696   0
1790  22152    4  5568    0  5504   0
1791  22152    4  5568    0  5504   0
1792  22920    4  5760    0  5696   0
1793  22920    4  5760    0  5696   0
1794  23688    4  5952    0  5888   0
1795  23688    4  5952    0  5888   0
1796  24496    5  4928    0  4864   0
1797  24496    5  4928    0  4864   0
1798  24496    5  4928    0  4864   0
1799  25456    5  5120    0  5056   0
1800  24496    5  4928    0  4864   0
1801  24496    5  4928    0  4864   0
1802  24496    5  4928    0  4864   0
1803  25456    5  5120    0  5056   0
1804  25456    5  5120    0  5056   0
1805  26416    5  5312    0  5248   0
1806  26416    5  5312    0  5248   0
1807  27376    5  5504    0  5440   0
1808  27376    5  5504    0  5440   0
1809  27376    5  5504    0  5440   0
1810  26416    5  5312    0  5248   0
1811  26416    5  5312    0  5248   0
1812  27376    5  5504    0  5440   0
1813  27376    5  5504    0  5440   0
1814  28336    5  5696    0  5632   0
1815  28336    5  5696    0  5632   0
1816  29296    5  5888    0  5824   0
1817  29296    5  5888    0  5824   0
1818  29296    5  5888    0  5824   0
1819  30576    5  6144    0  6080   0
1820  28336    5  5696    0  5632   0
1821  29296    5  5888    0  5824   0
1822  29296    5  5888    0  5824   0
1823  29296    5  5888    0  5824   0
1824  30576    5  6144    0  6080   0
1825  30576    5  6144    0  6080   0
1826  31704    6  5312    0  5248   0
1827  31704    6  5312    0  5248   0
1828  31704    6  5312    0  5248   0
1829  32856    6  5504    0  5440   0
1830  30576    5  6144    0  6080   0
1831  31704    6  5312    0  5248   0
1832  31704    6  5312    0  5248   0
1833  31704    6  5312    0  5248   0
1834  32856    6  5504    0  5440   0
1835  32856    6  5504    0  5440   0
1836  34008    6  5696    0  5632   0
1837  34008    6  5696    0  5632   0
1838  35160    6  5888    0  5824   0
1839  35160    6  5888    0  5824   0
1840  32856    6  5504    0  5440   0
1841  34008    6  5696    0  5632   0
1842  34008    6  5696    0  5632   0
1843  34008    6  5696    0  5632   0
1844  35160    6  5888    0  5824   0
1845  35160    6  5888    0  5824   0
1846  36696    6  6144    0  6080   0
1847  36696    6  6144    0  6080   0
1848  36696    6  6144    0  6080   0
1849  37888    7  5440    0  5376   0
1850  35160    6  5888    0  5824   0
1851  35160    6  5888    0  5824   0
1852  36696    6  6144    0  6080   0
1853  36696    6  6144    0  6080   0
1854  37888    7  5440    0  5376   0
1855  37888    7  5440    0  5376   0
1856  37888    7  5440    0  5376   0
1857  39232    7  5632    0  5568   0
1858  39232    7  5632    0  5568   0
1859  40576    7  5824    0  5760   0
1860  36696    6  6144    0  6080   0
1861  37888    7  5440    0  5376   0
1862  37888    7  5440    0  5376   0
1863  39232    7  5632    0  5568   0
1864  39232    7  5632    0  5568   0
1865  40576    7  5824    0  5760   0
1866  40576    7  5824    0  5760   0
1867  42368    7  6080    0  6016   0
1868  42368    7  6080    0  6016   0
1869  42368    7  6080    0  6016   0
1870  39232    7  5632    0  5568   0
1871  39232    7  5632    0  5568   0
1872  40576    7  5824    0  5760   0
1873  40576    7  5824    0  5760   0
1874  40576    7  5824    0  5760   0
1875  42368    7  6080    0  6016   0
1876  42368    7  6080    0  6016   0
1877  43816    8  5504    0  5440   0
1878  43816    8  5504    0  5440   0
1879  43816    8  5504    0  5440   0
1880  45352    8  5696    0  5632   0
1881  45352    8  5696    0  5632   0
1882  46888    8  5888    0  5824   0
1883  46888    8  5888    0  5824   0
1884  48936    8  6144    0  6080   0
1885  48936    8  6144    0  6080   0
1886  48936    8  6144    0  6080   0
1887  51024    9  5696    0  5632   0
1888  51024    9  5696    0  5632   0
1889  52752    9  5888    0  5824   0
1890   1992    1  2016    0     0   0
1891   1992    1  2016    0     0   0
1892   2024    1  2048    0     0   0
1893   2088    1  2112    0     0   0
1894   2088    1  2112    0     0   0
1895   2088    1  2112    0     0   0
1896   2152    1  2176    0     0   0
1897   2152    1  2176    0     0   0
1898   2216    1  2240    0     0   0
1899   2216    1  2240    0     0   0
1900   2600    1  2624    0     0   0
1901   2600    1  2624    0     0   0
1902   2664    1  2688    0     0   0
1903   2728    1  2752    0     0   0
1904   2728    1  2752    0     0   0
1905   2792    1  2816    0     0   0
1906   2792    1  2816    0     0   0
1907   2856    1  2880    0     0   0
1908   2856    1  2880    0     0   0
1909   2856    1  2880    0     0   0
1910   3240    1  3264    0     0   0
1911   3240    1  3264    0     0   0
1912   3240    1  3264    0     0   0
1913   3368    1  3392    0     0   0
1914   3368    1  3392    0     0   0
1915   3368    1  3392    0     0   0
1916   3496    1  3520    0     0   0
1917   3496    1  3520    0     0   0
1918   3496    1  3520    0     0   0
1919   3624    1  3648    0     0   0
1920   4136    1  4160    0     0   0
1921   4264    1  4288    0     0   0
1922   4264    1  4288    0     0   0
1923   4392    1  4416    0     0   0
1924   4392    1  4416    0     0   0
1925   4392    1  4416    0     0   0
1926   4584    1  4608    0     0   0
1927   4584    1  4608    0     0   0
1928   4584    1  4608    0     0   0
1929   4776    1  4800    0     0   0
1930   5160    1  5184    0     0   0
1931   5160    1  5184    0     0   0
1932   5160    1  5184    0     0   0
1933   5352    1  5376    0     0   0
1934   5352    1  5376    0     0   0
1935   5544    1  5568    0     0   0
1936   5544    1  5568    0     0   0
1937   5544    1  5568    0     0   0
1938   5736    1  5760    0     0   0
1939   5736    1  5760    0     0   0
1940   6200    2  3136    0  3072   0
1941   6200    2  3136    0  3072   0
1942   6456    2  3264    0  3200   0
1943   6456    2  3264    0  3200   0
1944   6712    2  3392    0  3328   0
1945   6712    2  3392    0  3328   0
1946   6712    2  3392    0  3328   0
1947   6968    2  3520    0  3456   0
1948   6968    2  3520    0  3456   0
1949   6968    2  3520    0  3456   0
1950   7480    2  3776    0  3712   0
1951   7480    2  3776    0  3712   0
1952   7736    2  3904    0  3840   0
1953   7736    2  3904    0  3840   0
1954   7736    2  3904    0  3840   0
1955   7992    2  4032    0  3968   0
1956   7992    2  4032    0  3968   0
1957   8248    2  4160    0  4096   0
1958   8248    2  4160    0  4096   0
1959   8248    2  4160    0  4096   0
1960   8760    2  4416    0  4352   0
1961   8760    2  4416    0  4352   0
1962   8760    2  4416    0  4352   0
1963   9144    2  4608    0  4544   0
1964   9144    2  4608    0  4544   0
1965   9144    2  4608    0  4544   0
1966   9528    2  4800    0  4736   0
1967   9528    2  4800    0  4736   0
1968   9528    2  4800    0  4736   0
1969   9912    2  4992    0  4928   0
1970   9912    2  4992    0  4928   0
1971   9912    2  4992    0  4928   0
1972  10296    2  5184    0  5120   0
1973  10296    2  5184    0  5120   0
1974  10680    2  5376    0  5312   0
1975  10680    2  5376    0  5312   0
1976  10680    2  5376    0  5312   0
1977  11064    2  5568    0  5504   0
1978  11064    2  5568    0  5504   0
1979  11064    2  5568    0  5504   0
1980  11064    2  5568    0  5504   0
1981  11448    2  5760    0  5696   0
1982  11448    2  5760    0  5696   0
1983  11832    2  5952    0  5888   0
1984  11832    2  5952    0  5888   0
1985  11832    2  5952    0  5888   0
1986  12216    2  6144    0  6080   0
1987  12216    2  6144    0  6080   0
1988  12576    3  4224    0  4160   0
1989  12576    3  4224    0  4160   0
1990  12576    3  4224    0  4160   0
1991  12576    3  4224    0  4160   0
1992  12960    3  4352    0  4288   0
1993  12960    3  4352    0  4288   0
1994  12960    3  4352    0  4288   0
1995  13536    3  4544    0  4480   0
1996  13536    3  4544    0  4480   0
1997  13536    3  4544    0  4480   0
1998  14112    3  4736    0  4672   0
1999  14112    3  4736    0  4672   0
2000  14112    3  4736    0  4672   0
2001  14688    3  4928    0  4864   0
2002  14688    3  4928    0  4864   0
2003  14688    3  4928    0  4864   0
2004  15264    3  5120    0  5056   0
2005  15264    3  5120    0  5056   0
2006  15840    3  5312    0  5248   0
2007  15840    3  5312    0  5248   0
2008  15840    3  5312    0  5248   0
2009  16416    3  5504    0  5440   0
2010  16416    3  5504    0  5440   0
2011  16416    3  5504    0  5440   0
2012  16416    3  5504    0  5440   0
2013  16992    3  5696    0  5632   0
2014  16992    3  5696    0  5632   0
2015  17568    3  5888    0  5824   0
2016  17568    3  5888    0  5824   0
2017  17568    3  5888    0  5824   0
2018  18336    3  6144    0  6080   0
2019  18336    3  6144    0  6080   0
2020  18336    3  6144    0  6080   0
2021  18336    3  6144    0  6080   0
2022  19080    4  4800    0  4736   0
2023  19080    4  4800    0  4736   0
2024  19080    4  4800    0  4736   0
2025  19848    4  4992    0  4928   0
2026  19848    4  4992    0  4928   0
2027  19848    4  4992    0  4928   0
2028  20616    4  5184    0  5120   0
2029  20616    4  5184    0  5120   0
2030  20616    4  5184    0  5120   0
2031  20616    4  5184    0  5120   0
2032  20616    4  5184    0  5120   0
2033  21384    4  5376    0  5312   0
2034  21384    4  5376    0  5312   0
2035  22152    4  5568    0  5504   0
2036  22152    4  5568    0  5504   0
2037  22152    4  5568    0  5504   0
2038  22920    4  5760    0  5696   0
2039  22920    4  5760    0  5696   0
2040  22152    4  5568    0  5504   0
2041  22152    4  5568    0  5504   0
2042  22152    4  5568    0  5504   0
2043  22920    4  5760    0  5696   0
2044  22920    4  5760    0  5696   0
2045  23688    4  5952    0  5888   0
2046  23688    4  5952    0  5888   0
2047  23688    4  5952    0  5888   0
2048  24496    5  4928    0  4864   0
2049  24496    5  4928    0  4864   0
2050  22920    4  5760    0  5696   0
2051  23688    4  5952    0  5888   0
2052  23688    4  5952    0  5888   0
2053  24496    5  4928    0  4864   0
2054  24496    5  4928    0  4864   0
2055  24496    5  4928    0  4864   0
2056  25456    5  5120    0  5056   0
2057  25456    5  5120    0  5056   0
2058  25456    5  5120    0  5056   0
2059  26416    5  5312    0  5248   0
2060  25456    5  5120    0  5056   0
2061  26416    5  5312    0  5248   0
2062  26416    5  5312    0  5248   0
2063  26416    5  5312    0  5248   0
2064  27376    5  5504    0  5440   0
2065  27376    5  5504    0  5440   0
2066  27376    5  5504    0  5440   0
2067  28336    5  5696    0  5632   0
2068  28336    5  5696    0  5632   0
2069  29296    5  5888    0  5824   0
2070  28336    5  5696    0  5632   0
2071  28336    5  5696    0  5632   0
2072  29296    5  5888    0  5824   0
2073  29296    5  5888    0  5824   0
2074  29296    5  5888    0  5824   0
2075  30576    5  6144    0  6080   0
2076  30576    5  6144    0  6080   0
2077  30576    5  6144    0  6080   0
2078  31704    6  5312    0  5248   0
2079  31704    6  5312    0  5248   0
2080  30576    5  6144    0  6080   0
2081  30576    5  6144    0  6080   0
2082  31704    6  5312    0  5248   0
2083  31704    6  5312    0  5248   0
2084  32856    6  5504    0  5440   0
2085  32856    6  5504    0  5440   0
2086  32856    6  5504    0  5440   0
2087  34008    6  5696    0  5632   0
2088  34008    6  5696    0  5632   0
2089  34008    6  5696    0  5632   0
2090  32856    6  5504    0  5440   0
2091  34008    6  5696    0  5632   0
2092  34008    6  5696    0  5632   0
2093  34008    6  5696    0  5632   0
2094  35160    6  5888    0  5824   0
2095  35160    6  5888    0  5824   0
2096  35160    6  5888    0  5824   0
2097  36696    6  6144    0  6080   0
2098  36696    6  6144    0  6080   0
2099  36696    6  6144    0  6080   0
2100  35160    6  5888    0  5824   0
2101  36696    6  6144    0  6080   0
2102  36696    6  6144    0  6080   0
2103  36696    6  6144    0  6080   0
2104  37888    7  5440    0  5376   0
2105  37888    7  5440    0  5376   0
2106  39232    7  5632    0  5568   0
2107  39232    7  5632    0  5568   0
2108  39232    7  5632    0  5568   0
2109  40576    7  5824    0  5760   0
2110  37888    7  5440    0  5376   0
2111  39232    7  5632    0  5568   0
2112  39232    7  5632    0  5568   0
2113  40576    7  5824    0  5760   0
2114  40576    7  5824    0  5760   0
2115  40576    7  5824    0  5760   0
2116  42368    7  6080    0  6016   0
2117  42368    7  6080    0  6016   0
2118  42368    7  6080    0  6016   0
2119  43816    8  5504    0  5440   0
2120  40576    7  5824    0  5760   0
2121  40576    7  5824    0  5760   0
2122  42368    7  6080    0  6016   0
2123  42368    7  6080    0  6016   0
2124  43816    8  5504    0  5440   0
2125  43816    8  5504    0  5440   0
2126  43816    8  5504    0  5440   0
2127  45352    8  5696    0  5632   0
2128  45352    8  5696    0  5632   0
2129  45352    8  5696    0  5632   0
2130  43816    8  5504    0  5440   0
2131  43816    8  5504    0  5440   0
2132  45352    8  5696    0  5632   0
2133  45352    8  5696    0  5632   0
2134  45352    8  5696    0  5632   0
2135  46888    8  5888    0  5824   0
2136  46888    8  5888    0  5824   0
2137  46888    8  5888    0  5824   0
2138  48936    8  6144    0  6080   0
2139  48936    8  6144    0  6080   0
2140  45352    8  5696    0  5632   0
2141  45352    8  5696    0  5632   0
2142  46888    8  5888    0  5824   0
2143  46888    8  5888    0  5824   0
2144  46888    8  5888    0  5824   0
2145  48936    8  6144    0  6080   0
2146  48936    8  6144    0  6080   0
2147  48936    8  6144    0  6080   0
2148  51024    9  5696    0  5632   0
2149  51024    9  5696    0  5632   0
2150  52752    9  5888    0  5824   0
2151  52752    9  5888    0  5824   0
2152  55056    9  6144    0  6080   0
2153  55056    9  6144    0  6080   0
2154  55056    9  6144    0  6080   0
2155  55056    9  6144    0  6080   0
2156  57336   10  5760    0  5696   0
2157  57336   10  5760    0  5696   0
2158  57336   10  5760    0  5696   0
2159  59256   10  5952    0  5888   0
2160   2280    1  2304    0     0   0
2161   2280    1  2304    0     0   0
2162   2280    1  2304    0     0   0
2163   2344    1  2368    0     0   0
2164   2344    1  2368    0     0   0
2165   2408    1  2432    0     0   0
2166   2408    1  2432    0     0   0
2167   2472    1  2496    0     0   0
2168   2472    1  2496    0     0   0
2169   2536    1  2560    0     0   0
2170   2984    1  3008    0     0   0
2171   2984    1  3008    0     0   0
2172   2984    1  3008    0     0   0
2173   3112    1  3136    0     0   0
2174   3112    1  3136    0     0   0
2175   3112    1  3136    0     0   0
2176   3240    1  3264    0     0   0
2177   3240    1  3264    0     0   0
2178   3240    1  3264    0     0   0
2179   3240    1  3264    0     0   0
2180   3624    1  3648    0     0   0
2181   3624    1  3648    0     0   0
2182   3752    1  3776    0     0   0
2183   3752    1  3776    0     0   0
2184   3880    1  3904    0     0   0
2185   3880    1  3904    0     0   0
2186   3880    1  3904    0     0   0
2187   4008    1  4032    0     0   0
2188   4008    1  4032    0     0   0
2189   4008    1  4032    0     0   0
2190   4776    1  4800    0     0   0
2191   4776    1  4800    0     0   0
2192   4776    1  4800    0     0   0
2193   4968    1  4992    0     0   0
2194   4968    1  4992    0     0   0
2195   4968    1  4992    0     0   0
2196   5160    1  5184    0     0   0
2197   5160    1  5184    0     0   0
2198   5160    1  5184    0     0   0
2199   5352    1  5376    0     0   0
2200   5736    1  5760    0     0   0
2201   5992    1  6016    0     0   0
2202   5992    1  6016    0     0   0
2203   5992    1  6016    0     0   0
2204   5992    1  6016    0     0   0
2205   6200    2  3136    0  3072   0
2206   6200    2  3136    0  3072   0
2207   6200    2  3136    0  3072   0
2208   6456    2  3264    0  3200   0
2209   6456    2  3264    0  3200   0
2210   7224    2  3648    0  3584   0
2211   7224    2  3648    0  3584   0
2212   7224    2  3648    0  3584   0
2213   7480    2  3776    0  3712   0
2214   7480    2  3776    0  3712   0
2215   7480    2  3776    0  3712   0
2216   7736    2  3904    0  3840   0
2217   7736    2  3904    0  3840   0
2218   7736    2  3904    0  3840   0
2219   7992    2  4032    0  3968   0
2220   8504    2  4288    0  4224   0
2221   8504    2  4288    0  4224   0
2222   8760    2  4416    0  4352   0
2223   8760    2  4416    0  4352   0
2224   8760    2  4416    0  4352   0
2225   9144    2  4608    0  4544   0
2226   9144    2  4608    0  4544   0
2227   9144    2  4608    0  4544   0
2228   9144    2  4608    0  4544   0
2229   9528    2  4800    0  4736   0
2230   9912    2  4992    0  4928   0
2231   9912    2  4992    0  4928   0
2232  10296    2  5184    0  5120   0
2233  10296    2  5184    0  5120   0
2234  10296    2  5184    0  5120   0
2235  10680    2  5376    0  5312   0
2236  10680    2  5376    0  5312   0
2237  10680    2  5376    0  5312   0
2238  11064    2  5568    0  5504   0
2239  11064    2  5568    0  5504   0
2240  11448    2  5760    0  5696   0
2241  11448    2  5760    0  5696   0
2242  11448    2  5760    0  5696   0
2243  11832    2  5952    0  5888   0
2244  11832    2  5952    0  5888   0
2245  12216    2  6144    0  6080   0
2246  12216    2  6144    0  6080   0
2247  12216    2  6144    0  6080   0
2248  12576    3  4224    0  4160   0
2249  12576    3  4224    0  4160   0
2250  12960    3  4352    0  4288   0
2251  12960    3  4352    0  4288   0
2252  12960    3  4352    0  4288   0
2253  13536    3  4544    0  4480   0
2254  13536    3  4544    0  4480   0
2255  13536    3  4544    0  4480   0
2256  13536    3  4544    0  4480   0
2257  14112    3  4736    0  4672   0
2258  14112    3  4736    0  4672   0
2259  14112    3  4736    0  4672   0
2260  14112    3  4736    0  4672   0
2261  14688    3  4928    0  4864   0
2262  14688    3  4928    0  4864   0
2263  14688    3  4928    0  4864   0
2264  14688    3  4928    0  4864   0
2265  15264    3  5120    0  5056   0
2266  15264    3  5120    0  5056   0
2267  15264    3  5120    0  5056   0
2268  15840    3  5312    0  5248   0
2269  15840    3  5312    0  5248   0
2270  16416    3  5504    0  5440   0
2271  16416    3  5504    0  5440   0
2272  16992    3  5696    0  5632   0
2273  16992    3  5696    0  5632   0
2274  16992    3  5696    0  5632   0
2275  17568    3  5888    0  5824   0
2276  17568    3  5888    0  5824   0
2277  17568    3  5888    0  5824   0
2278  18336    3  6144    0  6080   0
2279  18336    3  6144    0  6080   0
2280  18336    3  6144    0  6080   0
2281  19080    4  4800    0  4736   0
2282  19080    4  4800    0  4736   0
2283  19080    4  4800    0  4736   0
2284  19080    4  4800    0  4736   0
2285  19848    4  4992    0  4928   0
2286  19848    4  4992    0  4928   0
2287  19848    4  4992    0  4928   0
2288  20616    4  5184    0  5120   0
2289  20616    4  5184    0  5120   0
2290  20616    4  5184    0  5120   0
2291  21384    4  5376    0  5312   0
2292  21384    4  5376    0  5312   0
2293  21384    4  5376    0  5312   0
2294  22152    4  5568    0  5504   0
2295  22152    4  5568    0  5504   0
2296  22152    4  5568    0  5504   0
2297  22920    4  5760    0  5696   0
2298  22920    4  5760    0  5696   0
2299  22920    4  5760    0  5696   0
2300  22920    4  5760    0  5696   0
2301  23688    4  5952    0  5888   0
2302  23688    4  5952    0  5888   0
2303  24496    5  4928    0  4864   0
2304  24496    5  4928    0  4864   0
2305  24496    5  4928    0  4864   0
2306  25456    5  5120    0  5056   0
2307  25456    5  5120    0  5056   0
2308  25456    5  5120    0  5056   0
2309  25456    5  5120    0  5056   0
2310  24496    5  4928    0  4864   0
2311  25456    5  5120    0  5056   0
2312  25456    5  5120    0  5056   0
2313  25456    5  5120    0  5056   0
2314  26416    5  5312    0  5248   0
2315  26416    5  5312    0  5248   0
2316  26416    5  5312    0  5248   0
2317  27376    5  5504    0  5440   0
2318  27376    5  5504    0  5440   0
2319  27376    5  5504    0  5440   0
2320  26416    5  5312    0  5248   0
2321  26416    5  5312    0  5248   0
2322  27376    5  5504    0  5440   0
2323  27376    5  5504    0  5440   0
2324  27376    5  5504    0  5440   0
2325  28336    5  5696    0  5632   0
2326  28336    5  5696    0  5632   0
2327  28336    5  5696    0  5632   0
2328  29296    5  5888    0  5824   0
2329  29296    5  5888    0  5824   0
2330  29296    5  5888    0  5824   0
2331  29296    5  5888    0  5824   0
2332  30576    5  6144    0  6080   0
2333  30576    5  6144    0  6080   0
2334  30576    5  6144    0  6080   0
2335  30576    5  6144    0  6080   0
2336  31704    6  5312    0  5248   0
2337  31704    6  5312    0  5248   0
2338  31704    6  5312    0  5248   0
2339  32856    6  5504    0  5440   0
2340  31704    6  5312    0  5248   0
2341  32856    6  5504    0  5440   0
2342  32856    6  5504    0  5440   0
2343  32856    6  5504    0  5440   0
2344  34008    6  5696    0  5632   0
2345  34008    6  5696    0  5632   0
2346  34008    6  5696    0  5632   0
2347  35160    6  5888    0  5824   0
2348  35160    6  5888    0  5824   0
2349  35160    6  5888    0  5824   0
2350  35160    6  5888    0  5824   0
2351  35160    6  5888    0  5824   0
2352  35160    6  5888    0  5824   0
2353  36696    6  6144    0  6080   0
2354  36696    6  6144    0  6080   0
2355  36696    6  6144    0  6080   0
2356  37888    7  5440    0  5376   0
2357  37888    7  5440    0  5376   0
2358  37888    7  5440    0  5376   0
2359  39232    7  5632    0  5568   0
2360  37888    7  5440    0  5376   0
2361  37888    7  5440    0  5376   0
2362  39232    7  5632    0  5568   0
2363  39232    7  5632    0  5568   0
2364  39232    7  5632    0  5568   0
2365  40576    7  5824    0  5760   0
2366  40576    7  5824    0  5760   0
2367  40576    7  5824    0  5760   0
2368  42368    7  6080    0  6016   0
2369  42368    7  6080    0  6016   0
2370  40576    7  5824    0  5760   0
2371  40576    7  5824    0  5760   0
2372  42368    7  6080    0  6016   0
2373  42368    7  6080    0  6016   0
2374  42368    7  6080    0  6016   0
2375  43816    8  5504    0  5440   0
2376  43816    8  5504    0  5440   0
2377  43816    8  5504    0  5440   0
2378  45352    8  5696    0  5632   0
2379  45352    8  5696    0  5632   0
2380  43816    8  5504    0  5440   0
2381  43816    8  5504    0  5440   0
2382  45352    8  5696    0  5632   0
2383  45352    8  5696    0  5632   0
2384  45352    8  5696    0  5632   0
2385  46888    8  5888    0  5824   0
2386  46888    8  5888    0  5824   0
2387  46888    8  5888    0  5824   0
2388  48936    8  6144    0  6080   0
2389  48936    8  6144    0  6080   0
2390  46888    8  5888    0  5824   0
2391  46888    8  5888    0  5824   0
2392  46888    8  5888    0  5824   0
2393  48936    8  6144    0  6080   0
2394  48936    8  6144    0  6080   0
2395  48936    8  6144    0  6080   0
2396  51024    9  5696    0  5632   0
2397  51024    9  5696    0  5632   0
2398  51024    9  5696    0  5632   0
